rank,commodityCode,goodsDescription,countryOfOriginCode,countryOfOriginName,manufacturerName,exporterNameAndAddress,uomCode,uomDesc,packetSize,requestedAmount,requestedOtherInformation,assessedAmount,assessedOtherInformation,recommendedAmount,recommendedOtherInformation
211,3822000000,ACCUTREND CHOLESTEROL CONTROL  (5-chloro-2-methyl-4-isothiazolin-3-one [EC no. 247-500-7] and 2-methyl-2Hisothiazol-3-one),,,,,TNE,Metric ton,,220,,220,,220,
212,3822000000,"LDL-C Gen2,175Tests,cobas c, integra (Integra 100%)",,,,,TNE,Metric ton,,190,,190,,190,
213,3822000000,ACCUTREND TRIGLYCERIDE CONTROL (5-chloro-2-methyl-4-isothiazolin-3-one [EC no. 247-500-7] and 2-methyl-2Hisothiazol-3-one),,,,,TNE,Metric ton,,180,,180,,180,
214,3822000000,"PHOS Gen.2,250Tests,cobas c,integra (Integra 100%)",,,,,TNE,Metric ton,,160,,160,,160,
215,3822000000,BD MAP microtube for Automated process.1.0mg K2EDTA Additive (363706),,,,,TNE,Metric tons,,100,,100,,100,
216,3822000000,BD Microtainer Lithium Heparin tube 365966,,,,,TNE,Metric tons,,150,,150,,150,
217,3822000000,BD microtainer Sodium Fluoride EDTA 365993,,,,,TNE,Metric tons,,200,,200,,200,
218,3822000000,BD Microtainer SST tube 365968,,,,,TNE,Metric tons,,500,,500,,500,
219,3822000000,"BD MICROTAINER TUBE WITH BD MICROGARD CLOSURE,NO ADDITIVE,RED 365964",,,,,TNE,Metric tons,,100,,100,,100,
220,3822000000,"BD Microtainer(R) Tube with BD Microgard Closure, K2EDTA, Lavender 365975",,,,,TNE,Metric tons,,250,,250,,250,
221,3822000000,BD Vacutainer SST (Gold Cap) 5ml 367955,,,,,TNE,Metric tons,,500,,500,,500,
222,3822000000,BD Vacutainer EDTA 3ml 368856,,,,,TNE,Metric tons,,500,,500,,500,
223,3822000000,BD Vacutainer NAHEP 10ml 368480,,,,,TNE,Metric tons,,250,,250,,250,
224,3822000000,"BD VACUTAINER PLASTIC PST TUBE,3ml,PAPER LABEL 367374",,,,,TNE,Metric tons,,100,,100,,100,
225,3822000000,"BD VACUTAINER PLASTIC SERUM TUBE 10ml,PAPER LABEL.CAT 367896",,,,,TNE,Metric tons,,100,,100,,100,
226,3822000000,"BD VACUTAINER PLASTIC SST 11 ADVANCE TUBE WITH GOLD HEMOGARD 3.5ml,PAPER LABEL 367957",,,,,TNE,Metric tons,,100,,100,,100,
227,3822000000,BD Vacutainer SST 8.5ml 367953,,,,,TNE,Metric tons,,100,,100,,100,
228,3822000000,"BD Vacutainer(R)1.8ml Plastic Citrate tube with Light Blue BD Hemograd Closure,13x75mm, Paper Label, 0.109M C 363047",,,,,TNE,Metric tons,,100,,100,,100,
229,3822000000,"BD Vacutainer? 4ml Plastic Flouride/Oxalate tube with Grey BD Hemogard Closure, 13x75mm, Paper Label, NaF/Ox 368921",,,,,TNE,Metric tons,,100,,100,,100,
230,3822000000,"BD Vacutainer 2ml Plastic Fluoride/Oxalate tube with Grey BD Hemogard Closure, 13x75mm, Paper Label NaF/Ox 368920",,,,,TNE,Metric tons,,100,,100,,100,
231,3822000000,"BD Vacutainer? 2ml Plastic Heparin Tube with green BD Hemogard Closure,13x75mm, Paper Label Lithium 368494",,,,,TNE,Metric tons,,100,,100,,100,
232,3822000000,"BD Vacutainer? 4ml Plastic K2EDTA tube with Lavender BD Hemogard Closure, 4ml, 13x75mm, Paper label, K2EDTA 368861",,,,,TNE,Metric tons,,500,,500,,500,
233,3822000000,"BD Vacutainer? 2ml Plastic K3EDTA Tube with Lavender BD Hemogard Closure, 2ml, 13x75mm, Block Label, K3EDTA 367836",,,,,TNE,Metric tons,,500,,500,,500,
234,3822000000,"BD Vacutainer? 4ml Plastic K3EDTA tube with Lavender BD Hemogard Closure, 4ml, 13x75mm, Block Label, K3EDTA 368860",,,,,TNE,Metric tons,,500,,500,,500,
235,3822000000,"BD Vacutainer? 4ml Plastic Lithium Heparin tube with green BD Hemogard Closure, 4ml, 13x75mm, Paper Label Lithium 368884",,,,,TNE,Metric tons,,250,,250,,250,
236,3822000000,"BD Vacutainer? 6ml Plastic Lithium Heparin tube with green BD Hemogard Closure, 6ml, 13x100mm, Paper Label Lithium 368886",,,,,TNE,Metric tons,,250,,250,,250,
237,3822000000,"BD Vacutainer? 2ml Plastic K2EDTA tube with Lavneder BD Hemogard Closure, 2ml,13x75mm, Paper label, K2EDTA, 368841",,,,,TNE,Metric tons,,500,,500,,500,
238,3822000000,"K2EDTA TUBE , 6ML 367864",,,,,TNE,Metric tons,,500,,500,,500,
239,3822000000,PL PLAIN 6ML 13100 P E 368815,,,,,TNE,Metric tons,,250,,250,,250,
240,3822000000,SC-CAL PLUS Calibrator (Sodium Azide),,,,,TNE,Metric tons,,100,,100,,100,
241,3822000000,BC-3D Control (Sodium Azide),,,,,TNE,Metric tons,,100,,100,,100,
242,3822000000,BC-5D Control (Sodium Azide),,,,,TNE,Metric tons,,100,,100,,100,
243,3822000000,M-18E E-Z cleanser(Sodium chloride),,,,,TNE,Metric tons,,1500,,1500,,1500,
244,3822000000,M-18P Probe cleanser(Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
245,3822000000,M-68DS Diluent(Sodium Chloride),,,,,TNE,Metric tons,,200,,200,,200,
246,3822000000,M-68DR Diluent(Sodium Chloride),,,,,TNE,Metric tons,,200,,200,,200,
247,3822000000,M-68LD Lyse(Hepes Buffer),,,,,TNE,Metric tons,,200,,200,,200,
248,3822000000,M-68LN Lyse(Sodium Chloride),,,,,TNE,Metric tons,,150,,150,,150,
249,3822000000,M-68LB Lyse(Glycine Buffer),,,,,TNE,Metric tons,,150,,150,,150,
250,3822000000,M-68LH Lyse(Borate Buffer),,,,,TNE,Metric tons,,150,,150,,150,
251,3822000000,M-68FN Dye (Ethylene Glycol & Fluorochrome),,,,,TNE,Metric tons,,150,,150,,150,
252,3822000000,M-68FR Dye (Ethylene Glycol & Fluorochrome),,,,,TNE,Metric tons,,150,,150,,150,
253,3822000000,M-68FD Dye (Ethylene Glycol & Fluorochrome),,,,,TNE,Metric tons,,150,,150,,150,
254,3822000000,M-58D Diluent (Sodium Chloride),,,,,TNE,Metric tons,,1500,,1500,,1500,
255,3822000000,M-58LEO(I) lyse (Surfactant),,,,,TNE,Metric tons,,200,,200,,200,
256,3822000000,M-58LEO(II) lyse (Surfactant & Dye),,,,,TNE,Metric tons,,200,,200,,200,
257,3822000000,M-58LH lyse  (Surfactant & Glycerol),,,,,TNE,Metric tons,,200,,200,,200,
258,3822000000,M-58LBA lyse  (Surfactant),,,,,TNE,Metric tons,,200,,200,,200,
259,3822000000,M-58Probe cleanser  (Surfactant),,,,,TNE,Metric tons,,200,,200,,200,
260,3822000000,M-58 Cleanser(Surfactant & Detergent enzyme),,,,,TNE,Metric tons,,200,,200,,200,
261,3822000000,PreciControl HBA1c Norm [5479207190](Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
262,3822000000,M-53LEO(I) lyse (Surfactant),,,,,TNE,Metric tons,,1500,,1500,,1500,
263,3822000000,M-53LEO(II) lyse (Surfactant & Dye),,,,,TNE,Metric tons,,1500,,1500,,1500,
264,3822000000,M-53LH lyse (Surfactant & Glycerol),,,,,TNE,Metric tons,,1500,,1500,,1500,
265,3822000000,M-53P Probe cleanser (Surfactant),,,,,TNE,Metric tons,,1500,,1500,,1500,
266,3822000000,M-53 Cleanser(Surfactant & Detergent enzyme),,,,,TNE,Metric tons,,1000,,1000,,1000,
267,3822000000,M-23D Diluent (Sodium Chloride)20L/tank,,,,,TNE,Metric tons,,200,,200,,200,
268,3822000000,"M-20CFL(EN/100ml x4)  (Quaternary Ammonium Salts, nonionic Surfactant, Isopropanol and Ethanol)",,,,,TNE,Metric tons,,100,,100,,100,
269,3822000000,"M-23CFL Lyse (Quaternary Ammonium Salts, nonionic Surfactant, Isopropanol and Ethanol)",,,,,TNE,Metric tons,,150,,150,,150,
270,3822000000,M-23E E-Z cleanser (Proteolytic Enzyme and Sodium Chloride),,,,,TNE,Metric tons,,150,,150,,150,
271,3822000000,AVL CA++ ELECTRODE [3110354180]  (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
272,3822000000,AVL CL- ELECTRODE [3110451180] (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
273,3822000000,AVL K+ ELECTRODE [3110338180] (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
274,3822000000,AVL LI+ ELECTRODE [3110664180] (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
275,3822000000,AVL NA+ ELECTRODE [3110419180]  (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
276,3822000000,CLEANING SOLUTION AVL (125 ML) [3111555180]  (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
277,3822000000,ISETROL ELECTROLYTE CTRL L 1-3 [3112888180] (EC) No 1272/2008) (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
278,3822000000,REFERENCE ELECTRODE HOUSING 91XX [3112284180]  (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
279,3822000000,REFERENCE ELECTRODE ISE 91XX [3112306180] (5-chloro-2-methyl-4-isothiazolin-3-one),,,,,TNE,Metric tons,,500,,500,,500,
280,3822000000,SODIUM ELECTRODE CONDITIONER    (125 ML) [3110362180]  (ammonium hydrogendifluoride),,,,,TNE,Metric tons,,500,,500,,500,
281,3822000000,PreciControl HBA1c Path [5912504190](Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
282,3822000000,cobas b 101 Lipid Panel 10PC [6380115190] (Cobas100%)(EC) No 1272/2008)),,,,,TNE,Metric tons,,500,,500,,500,
283,3822000000,"ASTL,  500Tests, cobas c, Integra [20764949322](Cobas100%)",,,,,TNE,Metric tons,,500,,500,,500,
284,3822000000,"Cell Wash Solution I/NaOH-D 2x1,8 L [4880285190](sodium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
285,3822000000,"CHOL HiCo Gen.2, 400Tests, cobas c, Int. [3039773190] (Cobas100%)",,,,,TNE,Metric tons,,500,,500,,500,
286,3822000000,cobas INTEGRA CO2-L GEN.2 250 TEST [3289923190] (Cobas100%),,,,,TNE,Metric tons,,500,,500,,500,
287,3822000000,"CREAJ Gen.2, 700Test, cobas c, Integra [4810716190](potassium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
288,3822000000,"CRP Gen.3, 250 Tests, cobas c [4956842190] (Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
289,3822000000,"CRP LX HS, 300Tests, cobas c, Integra [4628918190] (Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
290,3822000000,D-Dimer Control I/II [11556509216] (sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
291,3822000000,"D-Dimer Gen.2, 100Test, cobas c, Integra [4912551190] (5-chloro-2-methyl-4-isothiazolin-3-one [ECno. 247-500-7] and 2-methyl-2H -isothiazol-3-one [EC no. 220-239-6])",,,,,TNE,Metric tons,,500,,500,,500,
292,3822000000,"EcoTergent, cobas c311 [5422485190] (1-Decanaminium, N-decyl-N,Ndimethyl-,hexanedioate)",,,,,TNE,Metric tons,,500,,500,,500,
293,3822000000,"FERR Gen.2,  200Tests, cobas Integra [3528995190] edetic acid",,,,,TNE,Metric tons,,500,,500,,500,
294,3822000000,"FRUC, 150Tests, cobas c, Integra [4537939190] (Isotridecyl(PEG-Ether)n n=8)",,,,,TNE,Metric tons,,500,,500,,500,
295,3822000000,"GGT Gen.2, 400Tests, cobas c, Integra [3002721122](Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
296,3822000000,"GLUC HK Gen.2, 200tests cobas c, int. (Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
297,3822000000,"GLUC HK Gen.3, 800Tests, cobas c, Int. [4404483190] (Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
298,3822000000,"HbA1c TQ Gen.3, 150Tests, cobas c501/INT",,,,,TNE,Metric tons,,500,,500,,500,
299,3822000000,"ISE Diluent Gen.2, cobas c, Hitachi [4522630190](sodium azide)",,,,,TNE,Metric tons,,500,,500,,500,
300,3822000000,"ISE Int.Stand. Gen.2,  cobas c, Hitachi [4522320190] (5-chloro-2-methyl-4-isothiazolin-3-one)",,,,,TNE,Metric tons,,500,,500,,500,
301,3822000000,ISE Reference Electrolyte 300ML [11360981216] (Sodium azide),,,,,TNE,Metric tons,,500,,500,,500,
302,3822000000,"NaOH-D, cobas c [4489241190] (sodium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
303,3822000000,"TP Gen.2, 300Tests, cobas c, Integra [3183734190] (sodium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
304,3822000000,"TRIGL,  250Tests, cobas c, Integra [20767107322] (Cobas100%)",,,,,TNE,Metric tons,,500,,500,,500,
305,3822000000,Cfas 12x3ML [10759350190] (Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
306,3822000000,"Cfas HbA1c, 3x2ml [4528417190] (2-methyl-2H-isothiazol-3-one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
307,3822000000,ISE Standard high 10x3ML [11183982216] (Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
308,3822000000,ISE Standard low 10x3ML [11183974216](Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
309,3822000000,NH3/ETH/CO2 Calibrator [20751995190](Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
310,3822000000,NH3/ETH/CO2 Control A [20753009190](Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
311,3822000000,NH3/ETH/CO2 Control N [20752401190](Cobas 100%),,,,,TNE,Metric tons,,500,,500,,500,
312,3822000000,"PreciControl ClinChem Multi 1, 20x5ml [5117003190] (Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
313,3822000000,"PreciControl ClinChem Multi 2, 20x5ml [5117216190](Cobas 100%)",,,,,TNE,Metric tons,,500,,500,,500,
314,3822000000,CTK H. PYLORI AG RAPID TEST KIT X 25 (R0192C)  (sodium azide),,,,,TNE,Metric ton,,500,,500,,500,
315,3822000000,CTK HAV IGM RAPID TEST KIT X 30 (R0090C)  (sodium azide),,,,,TNE,Metric ton,,500,,500,,500,
316,3822000000,CTK SYPHILIS KIT 1 X 30 (R0031C),,,,,TNE,Metric ton,,500,,500,,500,
317,3822000000,"CTK TB IGG/IGM COMBO RAPID TEST X 30 (R0053C) (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
318,3822000000,"CTK CMV IGG/IGM RAPID TEST (R0224C) (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
319,3822000000,"CTK FOB-HI RAPID TEST (R2011C) 0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
320,3822000000,"CTK HEV IGM RAPID TEST KIT X 30 (R0095C)  (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
321,3822000000,"CTK HIV-1 P24 AG RAPID TEST CONTROL (R0018C) (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
322,3822000000,"CTK H.PYLORI AB RAPID TEST KIT X 30 (R0191C)  (sodium azide)(0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
323,3822000000,"CTK RUBELLA IGG/IGM RAPID TEST (R0243C)  (sodium azide)(0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
324,3822000000,"CTK TORCH PANEL RAPID TEST (R0253C)  (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
325,3822000000,"CTK TOXO IGG/IGM COMBO RAPID TEST (R0233C)  (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
326,3822000000,"CTK TROPONIN I COMBO RAPID TESTS, CS (R0234C)  (sodium azide) 0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
327,3822000000,"Syphilis Ab Combo Rapid Test, Cs (R0031C)  (sodium azide) (0.01-0.1% Tween (9005-64-5), Sodium Hydroxide (1310-73-2)
99% DI water)",,,,,TNE,Metric ton,,500,,500,,500,
328,3822000000,MINDRAY M-52D DILUENT(EN/20L*1) (105-004045-00) (Sodium Chloride),,,,,TNE,Metric ton,,500,,500,,500,
329,3822000000,"MINDRAY M-52LH LYSE(EN/100ml*1) (105-004463-00) (Quarternary Ammonium salts, isopropanol)",,,,,TNE,Metric ton,,500,,500,,500,
330,3822000000,"Mindray M-52DIFF LYSE(EN/500mL*1)(105-004461-00) (Borate buffer, Sodium Chloride)",,,,,TNE,Metric ton,,500,,500,,500,
331,3822000000,Mindray PROBE CLEANSER(M-68/EN) (Sodium hypochlorous),,,,,TNE,Metric ton,,500,,500,,500,
332,3822000000,MindrayBC-6D CONTROL (H/N/L)*2/EN/RD/4.5mL*6) (040-001487-00)(Sodium Azide),,,,,TNE,Metric ton,,500,,500,,500,
333,3822000000,Mindray BC-RET (H/N/L)*2/EN/RD/ 4.5mL*6 (040-001495-00) (Sodium Azide),,,,,TNE,Metric ton,,500,,500,,500,
334,3822000000,RIQAS Monthly general clinical chemistry  6X5ml (RQ9128) ((EC) No 1272/2008 (CLP)/ Acetic Acid?.%),,,,,TNE,Metric ton,,500,,500,,500,
335,3822000000,RIQAS GLYCATED HAEMOGLOBIN (HbA1c) Programme 6X0.5ml (RQ9129) (EC) No 1272/2008 (CLP),,,,,TNE,Metric ton,,500,,500,,500,
336,3822000000,Assayed Human Multi-Sera Level 3 (HUM ASY CONTROL 3) (HE1532)((EC) No 1272/2008),,,,,TNE,Metric ton,,500,,500,,500,
337,3822000000,HUMAN ASSAYED MULTI-SERA LEVEL 2 AND LEVEL 3 (HS2611) ((EC) No 1272/2008),,,,,TNE,Metric ton,,500,,500,,500,
338,3822000000,Assayed Human Multi-Sera ? Level 2 (HUM ASY CONTROL 2) (HN1530) ((EC) No 1272/2008),,,,,TNE,Metric ton,,500,,500,,500,
339,3822000000,IMMUNOASSAY PREMIUM PLUS TRI-LEVEL (IA PREMIUM PLUS TRI-LEVEL) (IA3112),,,,,TNE,Metric ton,,500,,500,,500,
340,3822000000,RIQAS GENERAL CLINICAL CHEMISTRY PROGRAMME (RQ9112),,,,,TNE,Metric ton,,500,,500,,500,
341,3822000000,RIQAS Haematology Programme (RQ9118),,,,,TNE,Metric ton,,500,,500,,500,
342,3822000000,RIQAS Immunoassay Programme (Monthly) (RQ9130),,,,,TNE,Metric ton,,500,,500,,500,
343,3822000000,RIQAS Urinalysis Programme (RQ9138),,,,,TNE,Metric ton,,500,,500,,500,
344,3822000000,RIQAS HAEMATOLOGY PROGRAMME (MONTHLY) (RQ9140),,,,,TNE,Metric ton,,500,,500,,500,
345,3822000000,BD PHOENIX ID BROTH(100UNIT) (246001),,,,,TNE,Metric ton,,500,,500,,500,
346,3822000000,BD PHOENIX AST BROTH X100(246003),,,,,TNE,Metric ton,,500,,500,,500,
347,3822000000,BD PHOENIX AST INDICATOR X10 (246004),,,,,TNE,Metric ton,,500,,500,,500,
348,3822000000,BD NGMBT SST AMBER GOLD (365979),,,,,TNE,Metric ton,,500,,500,,500,
349,3822000000,BD SODIUM CITRATE 4.5ml (367714),,,,,TNE,Metric ton,,500,,500,,500,
350,3822000000,"K2EDTA TUBE, 10ML (367525)",,,,,TNE,Metric ton,,500,,500,,500,
351,3822000000,"368381 BD Vacutainer Plastic Trace Elements tube, K2 EDTA with Royal Blue Hemogard Closure, 6.0ml",,,,,TNE,Metric ton,,500,,500,,500,
352,3822000000,"BD K3EDTA 3ml (368857) (Tripotassium hydrogen 17572-97-3 100
ethylenediaminetetraacetate)",,,,,TNE,Metric ton,,500,,500,,500,
353,3822000000,"BD PLASTIC PLAIN 4ml (369032) (Aluminum oxide (Al2O3), Iron oxide (Fe2O3), Benzene, methyl-)",,,,,TNE,Metric ton,,500,,500,,500,
354,3822000000,"BD BACTEC PLUS AEROBIC (442192)(Ethanol, Silica, Titanium oxide)",,,,,TNE,Metric ton,,500,,500,,500,
355,3822000000,"BD BACTEC PLUS ANAEROBIC (442193)(Menadione, ethanol, Titanium oxide)",,,,,TNE,Metric ton,,500,,500,,500,
356,3822000000,BD PHOENIX MIC/ID GRAM POSITIVE COMBO PANEL X 25 (448761) ( sodium salt (1:1)),,,,,TNE,Metric ton,,500,,500,,500,
357,3822000000,BD PHOENIX MIC/ID GRAM NEGATIVE COMBO PANEL X 25 (448781) ( sodium salt (1:1)),,,,,TNE,Metric ton,,500,,500,,500,
358,3822000000,"BD BACTEC PEDS PLUS /F 50/Pk F/G (442194) (Propanoic acid, 2-oxo-, sodium salt (1:1))",,,,,TNE,Metric ton,,500,,500,,500,
359,3822000000,KIT COBAS 4800 HCV 120T CE-IVD (sodium azide),,,,,TNE,Metric ton,,500,,500,,500,
360,3822000000,KIT C4800 HCV GT AMP/DET 120T CE-IVD (sodium azide),,,,,TNE,Metric ton,,500,,500,,500,
361,3822000000,KIT COBAS 4800 HCV GT CTLS 10T CE-IVD (sodium azide),,,,,TNE,Metric ton,,500,,500,,500,
362,3822000000,KIT COBAS 4800 HBV 120T CE-IVD (dimethyl sulfoxide),,,,,TNE,Metric ton,,500,,500,,500,
363,3822000000,"KIT cobas 4800 HPV AMP/DET 960T CE-IVD ((EC) No 1272/2008) (HPV MMX, HPV Mg/Mn)",,,,,TNE,Metric ton,,500,,500,,500,
364,3822000000,"KIT cobas 4800 HPV AMP/DET 240T CE-IVD ((EC) No 1272/2008) (HPV MMX, HPV Mg/Mn))",,,,,TNE,Metric ton,,500,,500,,500,
365,3822000000,KIT cobas 4800 HPV CONTROLS 10 SETS IVD ((EC) No 1272/2008)(HPV (+) C (-) C)),,,,,TNE,Metric ton,,500,,500,,500,
366,3822000000,KIT cobas 4800 SYS LIQ CYT PREP 960T IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
367,3822000000,KIT cobas 4800 SYS LIQ CYT PREP 240T IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
368,3822000000,KIT COBAS 4800 HIV-1 120T CE-IVD (dimethyl sulfoxide),,,,,TNE,Metric ton,,500,,500,,500,
369,3822000000,"KIT COBAS 4800 HXV CONTROLS 10T CE-IVD (5-chloro-2- methyl-
4-isothiazolin-3-one [EC no.
247-500-7]and 2-methyl-2H -
isothiazol-3- one [EC no. 220-239-
6] (3:1)",,,,,TNE,Metric ton,,500,,500,,500,
370,3822000000,KIT cobas 4800 SYS SAMPLE PREP 960T IVD (EC) No 1272/2008),,,,,TNE,Metric ton,,500,,500,,500,
371,3822000000,KIT cobas 4800 SYS SAMPLE PREP 240T IVD (EC) No 1272/2008),,,,,TNE,Metric ton,,500,,500,,500,
372,3822000000,KIT COBAS SAMPLE PREP BUFFER 480T IVD ((EC) No 1272/2008)),,,,,TNE,Metric ton,,500,,500,,500,
373,3822000000,"KIT COBAS 4800 MIXED BATCH LYSIS1 240T IVD (EC) No 1272/2008) (IC) (Proteinase, Tritirachium album
serine, guanidinium thiocyanate, (R*,R*)-1,4-dimercaptobutane-
2,3-diol)",,,,,TNE,Metric ton,,500,,500,,500,
374,3822000000,"KIT COBAS 4800 MIXED BATCH LYSIS1 960T IVD ((EC) No 1272/2008) Proteinase, Tritirachium album
serine, guanidinium thiocyanate, (R*,R*)-1,4-dimercaptobutane-
2,3-diol)",,,,,TNE,Metric ton,,500,,500,,500,
375,3822000000,KIT cobas 4800 SYS CTL DIL 10 SETS IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
376,3822000000,"KIT COBAS 4800 MIXEDBATCH INT CTRL 1 IVD (Proteinase, Tritirachium album serine)",,,,,TNE,Metric ton,,500,,500,,500,
377,3822000000,KIT cobas 4800 SYS WASH BUFFER 960T IVD ((EC) No 1272/2008) WB; Wash Buffer),,,,,TNE,Metric ton,,500,,500,,500,
378,3822000000,KIT cobas 4800 SYS WASH BUFFER 240T IVD ((EC) No 1272/2008 WB- Wash buffer)),,,,,TNE,Metric ton,,500,,500,,500,
379,3822000000,KIT COBAS PCR FEMALE SWAB 100 PKT IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
380,3822000000,KIT COBAS PCR URINE 100 PKT IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
381,3822000000,KIT RMS PCR CELL MEDIA X250 VIALS CE-IVD (methanol),,,,,TNE,Metric ton,,500,,500,,500,
382,3822000000,KIT COBAS PCR WITH SWAB 100 PKT IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
383,3822000000,KIT cobas PCR MEDIA 100T IVD (guanidinium chloride),,,,,TNE,Metric ton,,500,,500,,500,
384,3822000000,Dulbecco?s Phosphate Buffered Saline (Phosphate (DPBS),,,,,TNE,Metric ton,,500,,500,,500,
385,3822000000,"BD BACTEC? Peds Plus?/F Culture Vials (442020) (Propanoic acid, 2-oxo-, sodium salt (1:1))",,,,,TNE,Metric tons,,100,,100,,100,
386,3822000000,"BD BACTEC? Lytic/10 Anaerobic/F Culture Vials (442021) (SODIUM THIOGLYCOLATE, Propanoic acid, 2-oxo-, sodium salt (1:1))",,,,,TNE,Metric tons,,250,,250,,250,
387,3822000000,BD Vacutainer? Plasma Prep Tubes (PPT*TM*) (362799) (Hydrophobic amorphous fumed silica),,,,,TNE,Metric tons,,150,,150,,150,
388,3822000000,BD BACTEC? Plus Aerobic/F Culture Vials (442023) (D(+)-Sucrose),,,,,TNE,Metric tons,,200,,200,,200,
389,3822000000,"GA#-HP3,FINISHED REAGENT (Sodium hydroxide) 11324596",,,,,TNE,Metric tons,,500,,500,,500,
390,3822000000,"GA#-PW1,Fin Reag 11298922 (Sodium hydroxide)",,,,,TNE,Metric tons,,500,,500,,500,
391,3822000000,HiSeq? 3000/4000 PE Cluster Kit (Sodium hydroxide) 15067093,,,,,TNE,Metric tons,,500,,500,,500,
392,3822000000,HiSeq? 3000/4000 SBS Kit (150cycles) (Sodium hydroxide) 15067091,,,,,TNE,Metric tons,,500,,500,,500,
393,3822000000,HSQ? Install Accessories BxILMN Use Only (Sodium hydroxide) 15036044,,,,,TNE,Metric tons,,500,,500,,500,
394,3822000000,IDT for Illumina TruSeq RNA UD Indices (Control Oligo Stock( 5-(6-Aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol) 20022371,,,,,TNE,Metric tons,,500,,500,,500,
395,3822000000,IDT ILMN DNA/RNA UDI A Tag 96 Idx 96 Spl (Control Oligo Stock (5-(6-Aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol)) 20027213,,,,,TNE,Metric tons,,500,,500,,500,
